idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
11124,Boomerang,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, den Gin, Wermut, Bitter und Maraschino-Likör vermengen. Gut umrühren. In ein Cocktailglas abseihen und mit der Kirsche garnieren.",,"In un mixing glass riempito a metà con cubetti di ghiaccio, unire il gin, il vermouth, il bitter e il liquore al maraschino.Mescolare bene.Filtrare in una coppetta da cocktail e guarnire con la ciliegia.",,,https://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg,Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1,,,,,,,,,,,,,No,9/2/2017 22:59
17209,Barracuda,,"IBA,NewEra",,Ordinary Drink,New Era Drinks,Alcoholic,Margarita glass,"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.",,"Schütteln Sie die Zutaten mit Eis. In ein Glas abseihen, mit Sekt übergießen.",,"Shakerare e versare gli ingredienti con ghiaccio.
Filtrare in un bicchiere, completare con spumante.",,,https://www.thecocktaildb.com/images/media/drink/jwmr1x1504372337.jpg,Rum,Galliano,Pineapple Juice,Lime Juice,Prosecco,,,,,,,,,,,4.5 cl,1.5 cl,6 cl, 1 dash,top up ,,,,,,,,,,,,,No,9/2/2017 18:12
17825,Brigadier,,,,Cocktail,,Alcoholic,Coupe Glass,Mix ingredients in a warmed mug and stir.,,Die Zutaten in einem erwärmten Becher mischen und umrühren.,,Mescolare gli ingredienti in una tazza calda e mescola.,,,https://www.thecocktaildb.com/images/media/drink/nl89tf1518947401.jpg,Hot Chocolate,Green Chartreuse,Cherry Heering,,,,,,,,,,,,,4 oz,1 oz,1 oz,,,,,,,,,,,,,,,No,2/18/2018 9:50
178311,Broadside,,,,Cocktail,,Alcoholic,Highball glass,"Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!",,,,"Riempire a metà il bicchiere con cubetti di ghiaccio. Schiacciare l'assenzio e aggiungerlo al ghiaccio. Versare rum, scotch e burro, quindi servire!",,,https://www.thecocktaildb.com/images/media/drink/l2o6xu1582476870.jpg,151 proof rum,Scotch,Bitters,Wormwood,Ice,,,,,,,,,,,1 shot,1/2 shot,3 drops,1 Fresh,cubes,,,,,,,,,,,,,Yes,
17035,Buccaneer,,,,Beer,,Alcoholic,Beer pilsner,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,,Gießen Sie die Korona in ein Bierglas und gießen Sie die Bacardi-Limone in das Bier. Rühren Sie sehr sanft.,,"Versare la corona in un bicchiere da birra da 530ml, versare il Bacardi Limon nella birra mescolando molto delicatamente",,,https://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg,Corona,Bacardi Limon,,,,,,,,,,,,,,1,1 shot ,,,,,,,,,,,,,,,,No,9/3/2015 3:57
17120,Brain Fart,,,,Punch / Party Drink,,Alcoholic,Punch bowl,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,,"Alle Zutaten miteinander vermengen. Langsam und sanft. Funktioniert am besten, wenn Eis in die Bowle gegeben wird und die Soda sehr kalt ist.",,"Mescola tutti gli ingredienti insieme.
Lentamente e delicatamente.
Funziona meglio se si aggiunge ghiaccio alla ciotola del punch e se le bibite sono molto fredde.",,,https://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,Everclear,Vodka,Mountain Dew,Surge,Lemon juice,Rum,,,,,,,,,,1 fifth ,1 fifth Smirnoff red label ,2 L ,2 L ,1 small bottle ,1 pint ,,,,,,,,,,,,No,9/2/2017 23:01
11106,Blackthorn,,,,Ordinary Drink,,Alcoholic,Cocktail glass,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,,Sloe Gin und Wermut mit Eis verrühren und in ein Cocktailglas abseihen. Die Zitronenschale hinzufügen und servieren.,,Mescolare il prugnolo e il vermouth con ghiaccio e filtrare in un bicchiere da cocktail. Aggiungere la scorza di limone e servire.,,,https://www.thecocktaildb.com/images/media/drink/dgj92f1616098672.jpg,Sweet Vermouth,Sloe gin,Lemon peel,,,,,,,,,,,,,1 oz ,1 1/2 oz ,1 twist of ,,,,,,,,,,,,,,,No,9/2/2015 16:57
13395,Bob Marley,,,,Shot,,Alcoholic,Shot glass,Layer in a 2 oz shot glass or pony glass,,In einem 6 cl. Schnapsglas oder Ponyglas schichten.,,Versa in un bicchierino da 60gr o in un bicchiere da shot.,,,https://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,Midori melon liqueur,Jägermeister,Goldschlager,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,No,10/22/2016 13:51
16986,Bible Belt,,,,Other / Unknown,,Alcoholic,Highball glass,"Mix all ingredients, and pour over ice.",,Alle Zutaten mischen und über Eis gießen.,,Mescolare tutti gli ingredienti e versare su un bicchiere con del ghiaccio.,,,https://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg,Southern Comfort,Triple sec,Lime,Sour mix,,,,,,,,,,,,2 oz ,1/2 oz ,2 wedges ,2 oz ,,,,,,,,,,,,,,No,8/24/2017 9:34
14730,Bubble Gum,,,,Shot,,Alcoholic,Shot glass,Layer in order into a shot glass.,,Nacheinander in ein Schnapsglas schichten.,,Versare a strati nell'ordine di ingrediente,,,https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,Vodka,Banana liqueur,Orange juice,Peach schnapps,,,,,,,,,,,,4-Jan,4-Jan,4-Jan,4-Jan,,,,,,,,,,,,,,No,7/18/2016 22:53
14538,Bumble Bee,,,,Shot,,Alcoholic,Shot glass,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",,Dies ist ein mehrschichtiges Getränk. Zuerst gießt man die Bailey's in das Schnapsglas. Nehmen Sie dann einen umgedrehten Löffel und berühren Sie ihn an der Innenwand des Glases. Füge das Kahlua vorsichtig hinzu. Wiederholen Sie diesen Vorgang für den Sambuca. Bei richtiger Anwendung bleibt der Alkohol getrennt und ähnelt einer Hummel. Genießt es!!!!!!,,"Questo è uno scatto a strati.
Per prima cosa, versa il Bailey's nel bicchierino.
Quindi prendi un cucchiaio capovolto e toccalo sulla parete interna del vetro.
Aggiungi con attenzione il Kahlua.
Ripeti questo processo per la Sambuca.
Se fatto correttamente, l'alcol rimarrà separato e assomiglierà a un calabrone",,,https://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg,Baileys irish cream,Kahlua,Sambuca,,,,,,,,,,,,,1/3 oz ,1/3 oz ,1/3 oz ,,,,,,,,,,,,,,,No,4/28/2016 18:59
15511,Baby Eskimo,,,,Shake,,Alcoholic,Collins Glass,"Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink.",,"Das Speiseeis ca. 10 Minuten ruhen lassen. Die Zutaten in der Reihenfolge hinzufügen, mit dem Essstäbchen umrühren (Buttermesser oder Löffel funktioniert auch).",,"Lasciare fuori il gelato per circa 10 minuti.
Aggiungere gli ingredienti in ordine, mescolare con una bacchetta (anche un coltello da burro o un cucchiaio funziona).
Consumare subito.",,,https://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg,Kahlua,Milk,Vanilla ice-cream,,,,,,,,,,,,,2 oz ,8 oz ,2 scoops ,,,,,,,,,,,,,,,No,9/1/2016 9:57
11129,Boston Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",,"Den Saft von Zitrone, Puderzucker, gemischtem Whiskey und Eiweiß mit zerkleinertem Eis schütteln und in ein Whisky Sour Glas abseihen. Die Zitronenscheibe dazugeben, mit der Kirsche garnieren und servieren.",,"Shakerare il succo di limone, lo zucchero a velo, il whisky miscelato e l'albume con ghiaccio tritato e filtrare in un bicchiere da whisky sour.Aggiungere la fetta di limone, guarnire con la ciliegia e servire.",,,https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,Blended whiskey,Lemon,Powdered sugar,Egg white,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1,1 slice ,1,,,,,,,,,,,,No,9/2/2017 16:28
17267,Bahama Mama,,,,Cocktail,,Alcoholic,Highball glass,"Add 2 parts club soda or more or less to taste.

Mix it all together and pour over a bunch of ice. Drink with a straw.",,Füge 2 Teile Club-Soda oder mehr oder weniger nach Belieben hinzu. Alles zusammen mischen und über reichlich Eis gießen. Trink mit einem Strohhalm.,,"Aggiungere 2 bicchieri da shot con acqua di selt.
Mescola il tutto e versa sopra un po 'di ghiaccio.
Bevi con una cannuccia.",,,https://www.thecocktaildb.com/images/media/drink/tyb4a41515793339.jpg,Rum,Dark Rum,Banana liqueur,Grenadine,Pineapple Juice,Orange Juice,Sweet and Sour,,,,,,,,,3 parts,1 part,1 part,1 part,2 parts,2 parts,1 part,,,,,,,,,,,No,1/12/2018 21:42
17185,Casino,,IBA,https://www.youtube.com/watch?v=C6v8NsaDNj8,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,,Alle Zutaten in den Shaker mit Eiswürfeln geben. Gut schütteln. In ein gekühltes Cocktailglas abseihen. Mit einer Zitronenscheibe und einer Maraschinokirsche garnieren. Ohne Strohhalm servieren.,,"Versare tutti gli ingredienti in uno shaker con cubetti di ghiaccio.
Agitare bene.
Filtrare in una coppetta da cocktail ghiacciata.
Guarnire con una scorza di limone e una ciliegia al maraschino.
Servire senza cannuccia.",,,https://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,Gin,Maraschino liqueur,Lemon juice,Orange bitters,Cherry,,,,,,,,,,,2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1,,,,,,,,,,,,,No,9/2/2017 11:36
14181,Cafe Savoy,,,,Coffee / Tea,,Alcoholic,Coffee mug,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",,"Füllen Sie die Tasse fast bis zum Rand mit Kaffee, fügen Sie Milch, Triple Sec und Brandy hinzu. Rühren.",,"Riempi la tazza quasi fino in cima con il caffè.
Aggiungi latte, triple sec e brandy.
Agitare.",,,https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,Coffee,Milk,Triple sec,Brandy,,,,,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,No,9/3/2015 3:35
11202,Caipirinha,,"ContemporaryClassic,IBA",,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,,Limette und Zucker in ein old-fashioned Glas geben und vermengen (die beiden Zutaten mit einem Mixer oder einem Holzlöffel vermengen). Füllen Sie das Glas mit Eis und geben Sie den Cacha dazu.,,Mettere il lime e lo zucchero nel bicchiere vecchio stile e pestare (schiacciare i due ingredienti insieme usando un pestello o un cucchiaio di legno).Riempi il bicchiere di ghiaccio e aggiungi la Cachaça.,,,https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg,Sugar,Lime,Cachaca,,,,,,,,,,,,,2 tsp,1,2 1/2 oz ,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11202-Caipirinha,TheCocktailDB.com,Yes,7/21/2016 9:42
14608,Cream Soda,,,,Cocktail,,Alcoholic,Highball glass,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,,Geben Sie 3 cl. Spiced Rum in ein Highball-Glas mit Eis. Mit Ginger Ale füllen.,,"Versare 30gr di rum speziato in un bicchiere highball con ghiaccio.
Riempi con Ginger Ale.",,,https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Spiced rum,Ginger ale,,,,,,,,,,,,,,1 oz ,,,,,,,,,,,,,,,,,No,11/15/2016 11:29
13751,Cuba Libra,,,,Ordinary Drink,,Alcoholic,Highball glass,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,,Füllen Sie das hohe Glas mit Eiswürfeln. Füge Rum hinzu. Reiben Sie die Schnittkante der Limette auf den Glasrand und drücken Sie den Saft in das Glas. Mit Coca-Cola füllen. Mit Limettenscheibe garnieren. Viel Spaß!,,"Riempi un bicchiere alto con cubetti di ghiaccio.
Aggiungi il rum.
Strofinare il bordo tagliato di lime sul bordo del bicchiere, quindi spremere il succo in un bicchiere.
Riempi di Coca-Cola.
Guarnire con una fetta di lime.",,,https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,Dark rum,Lime,Coca-Cola,Ice,,,,,,,,,,,,1-2 shot ,Squeeze ,Fill with ,,,,,,,,,,,,,,,No,9/2/2017 22:44
11239,Cherry Rum,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,Light rum,Cherry brandy,Light cream,,,,,,,,,,,,,1 1/4 oz ,1 1/2 tsp ,1 tblsp ,,,,,,,,,,,,,,,No,9/6/2015 16:47
11288,Cuba Libre,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Highball glass,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,,Geben Sie alle Zutaten in ein mit Eis gefülltes Collins-Glas. Mit Limettenkeil garnieren.,,Mettere tutti gli ingredienti in un bicchiere Collins pieno di ghiaccio. Guarnire con uno spicchio di lime.,,,https://www.thecocktaildb.com/images/media/drink/wmkbfj1606853905.jpg,Light rum,Lime,Coca-Cola,,,,,,,,,,,,,2 oz ,Juice of 1/2 ,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Cuba_Libre.jpg,Martin Belam (currybet),Yes,9/6/2016 23:41
17830,Corn n Oil,,,,Cocktail,,Alcoholic,Old-fashioned glass,"Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",,"Die halbe Limette wieder in zwei Hälften schneiden. Füge Limette, Falernum und Bitter in ein Rocks Glas. Mischen. Den Rum hinzufügen. (Gereifter Barbados-Rum wie z.B. Plantation 5 Year wird empfohlen). Eis hinzufügen und umrühren. Blackstrap Rum dazugeben. Mit einem Strohhalm servieren.",,"Taglia a metà il lime.
Aggiungere il lime, il falernum e il bitter in un bicchiere.
Aggiungi il rum.
(Si consigliano rum Barbados invecchiato come Plantation 5 Year).
Aggiungi il ghiaccio e mescola.
Versa il rum blackstrap sopra.
Servire con una cannuccia.",,,https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg,Lime,Falernum,Angostura Bitters,Añejo rum,blackstrap rum,,,,,,,,,,,2-Jan,1/3 oz,2 dashes,1 oz,1 oz,,,,,,,,,,,,,No,6/27/2018 15:15
17135,Citrus Coke,,,,Soft Drink,,Alcoholic,Highball Glass,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,,Die Hälfte der Cola in ein Glas gießen. Dann Bacardi hinzufügen und mit dem verbleibenden Cola auffüllen. Rühren und trinken!,,"Versare metà della coca cola in un bicchiere.
Quindi aggiungere il Bacardi e completare con la coca cola rimanente.
Mescola e bevi!",,,https://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,Bacardi Limon,Coca-Cola,,,,,,,,,,,,,,1 part ,2 parts ,,,,,,,,,,,,,,,,No,11/18/2016 12:46
11222,Casa Blanca,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg,Light rum,Triple sec,Lime juice,Maraschino liqueur,,,,,,,,,,,,2 oz ,1 1/2 tsp ,1 1/2 tsp ,1 1/2 tsp ,,,,,,,,,,,,,,No,9/6/2015 16:36
17186,Clover Club,,"IBA,Classic",https://www.youtube.com/watch?v=Ui7dOJkmpl4,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",,"Zutaten zur Emulsion mischen, Eis hinzufügen, schütteln und direkt servieren.",,"Aggiungere il gin, l'albume, il succo di limone e lo sciroppo di lamponi in uno shaker con ghiaccio e agitare energicamente fino a quando non si saranno raffreddati bene.

Filtrare in una coppetta da cocktail ghiacciata.",,,https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,Gin,Grenadine,Lemon,Egg white,,,,,,,,,,,,1 1/2 oz ,2 tsp ,Juice of 1/2 ,1,,,,,,,,,,,,,,No,9/2/2017 11:38
13206,Caipirissima,,,,Ordinary Drink,,Alcoholic,Collins Glass,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,,"Wie Caipirinha, aber anstelle von Cachaca fügen Sie WHITE RUM hinzu. Es ist großartig!!!!!!!!",,"Come la Caipirinha ma al posto della cachaca aggiungi del rum bianco.
È ottimo!",,,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Lime,Sugar,White rum,Ice,,,,,,,,,,,,2,2 tblsp ,2-3 oz ,crushed ,,,,,,,,,,,,,,No,8/24/2017 10:05
11251,City Slicker,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut schütteln. In ein Cocktailglas abseihen.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti.Agitare bene.Filtrare in un bicchiere da cocktail.",,,https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Brandy,Triple sec,Lemon juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,,,,,,,,No,9/2/2017 16:42
16047,Campari Beer,,,,Beer,,Alcoholic,Beer mug,Use a 15 oz glass. Add Campari first. Fill with beer.,,Verwenden Sie ein 15 oz Glas. Zuerst Campari hinzufügen. Mit Bier auffüllen.,,"Usa un bicchiere da 450ml.
Aggiungi prima Campari.
Riempi di birra.",,,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,Lager,Campari,,,,,,,,,,,,,,1 bottle ,1 1/2 cl ,,,,,,,,,,,,,,,,No,9/3/2015 3:58
11242,Chicago Fizz,,,,Ordinary Drink,,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",,"Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und über zwei Eiswürfel in ein Highball-Glas seihen. Mit kohlensäurehaltigem Wasser auffüllen, umrühren und servieren.",,"Shakerare tutti gli ingredienti (eccetto l'acqua gassata) con ghiaccio e filtrare in un bicchiere highball su due cubetti di ghiaccio. Riempi con acqua gassata, mescola e servi",,,https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,Light rum,Port,Lemon,Powdered sugar,Egg white,Carbonated water,,,,,,,,,,1 oz ,1 oz ,Juice of 1/2 ,1 tsp ,1,,,,,,,,,,,,,No,9/2/2015 16:29
17196,Cosmopolitan,,"IBA,ContemporaryClassic",,Cocktail,Contemporary Classics,Alcoholic,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,,Alle Zutaten in den mit Eis gefüllten Cocktailshaker geben. Gut schütteln und doppelt in ein großes Cocktailglas abseihen. Mit Limettenrad garnieren.,,"Aggiungi tutti gli ingredienti in uno shaker pieno di ghiaccio.
Shakerare bene e filtrare due volte in una grande coppetta da cocktail.
Guarnire con una fetta di lime.",,,https://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,Vodka,Lime juice,Cointreau,Cranberry juice,,,,,,,,,,,,1 1/4 oz ,1/4 oz ,1/4 oz ,1/4 cup ,,,,,,,,,,,,,,No,9/2/2017 17:06
12800,Coffee-Vodka,,,,Homemade Liqueur,,Alcoholic,Collins Glass,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",,"Wasser und Zucker kochen, bis sie gelöst sind. Schalten Sie die Heizung aus. Geben Sie langsam trockenen Instantkaffee hinzu und rühren Sie weiter. Dem Wodka eine gehackte Vanilleschote hinzufügen, dann den gekühlten Zuckersirup und die Kaffeelösung mit dem Wodka vermengen. Täglich 3 Wochen lang fest abdecken und kräftig schütteln. Abseihen und filtern. Am besten ist es auch, die Zuckermischung vollständig abkühlen zu lassen, damit der Wodka nicht verdunstet, wenn er hinzugefügt wird. Wenn Sie einen weicheren Geschmack für den Likör mögen, können Sie dem Endprodukt etwa 1 Teelöffel Glyzerin hinzufügen.",,"Far bollire l'acqua e lo zucchero fino a quando non saranno sciolti.
Spegni il fuoco.
Aggiungere lentamente il caffè istantaneo secco e continuare a mescolare.
Aggiungere un baccello di vaniglia tritato alla vodka, quindi unire lo sciroppo di zucchero raffreddato e la soluzione di caffè con la vodka.
Coprire bene e agitare vigorosamente ogni giorno per 3 settimane.
Filtrare e filtrare.
È anche meglio lasciare raffreddare completamente la miscela di zucchero in modo che la vodka non evapori quando viene aggiunta.
Se ti piace una sensazione più liscia al liquore puoi aggiungere circa 1 cucchiaino di glicerina al prodotto finito.",,,https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,Water,Sugar,Coffee,Vanilla,Vodka,Caramel coloring,,,,,,,,,,2 cups ,2 cups white ,1/2 cup instant ,2-Jan,1 1/2 cup,,,,,,,,,,,,,No,8/31/2016 19:18
